chunk_id,documento_id,texto_con_pistas,etiqueta_anotador1,etiqueta_anotador2
doc_82310790_sec08_chk07,82310790.txt,"Se puede ver, a partir de las observaciones, que dos de las tres unidades de paisaje - barrio homogéneo con problemas típicos barriales en contextos latinoamericanos de barrios formales falta de espacio verde, inseguridad, lejanía con equipamientos, pérdida de la identidad barrial y Eje Saenz- Remedios foco de diversidad de servicios de transbordo informalidad comercial, contaminación, regulación, etc. en contraposición con un paisaje mucho más problemático en términos estructurales segregación exclusión urbana, falta de equipamientos a acondicionar, violencia urbana, calidad de vida en riesgo, atentado al paisaje urbano cultural, falta histórica de planeamiento. En este caso, a partir de este tipo de análisis perceptivo se podría filtrar y detectar con mayor precisión cuales son los sectores cuya conflictividad es mayor a otros.

La metodología utilizada, si bien fuertemente territorial y más perceptiva, ha permitido llevar a cabo una serie de reflexiones sobre cómo los habitantes de los recortes urbanos configuran, viven y ven estos fragmentos particulares de la ciudad que los rodea y en casos de una ciudad que aún el debate por el derecho al mismo sigue en un campo todavía muy superficial. Pudiendo concluir en que la Gestalt simultáneamente perceptible Andriello, 2014.

Los habitantes, por más que estén inscriptos en límites territoriales y oficiales fijos, claramente arman sus propias capas de información que exceden a lo oficialmente convenido. Así, las reales perceptivos que puramente formales, ecológicos o económicos. Este trabajo se ha limitado a analizar un sector, pero claramente los usuarios que viven estos fragmentos paisajísticos pueden trazar un paisaje perceptual propio mucho más complejo y menos abarcativo de elementos que se les suelen colocar en el territorio por la acción formal y oficial de intervención.",,
doc_75032251_sec01_chk03,75032251.txt,"Cabe considerar que para alcanzar altos niveles de productividad, además de la acumulación de capital, es necesario incorporar tecnologías y producir cambios en la organización del trabajo, para lo cual es clave el sistema científico tecnológico que fortalece las empresas, y ayuda a explorar nuevas formas y mecanismos para hacer fructífero el sector productivo y así aumentar su competitividad.

En concordancia con lo anterior, Schavino 1998, destaca que axiológicamente las universidades se orientan hacia la formación de recursos, el cultivo del saber, la intelectualidad en contextos académicos y el crecimiento científico, mientras que las organizaciones del sector productivo apuntan hacia la producción de bienes y servicios, la obtención de beneficios económicos, la comercialización y la rentabilidad. De tal manera que para el logro de una adecuada vinculación universidad sector productivo, debe establecerse un puente axiológico orientado hacia el beneficio mutuo, el mejoramiento continuo, la excelencia, la competitividad, la productividad, la solución de problemas y la satisfacción de necesidades. Por tanto, los cambios surgidos tanto a la estructura socioeconómica regional, nacional e internacional como a la estructura de la universidad encuentran su equilibrio en la profundización y expansión del conocimiento, el cual se constituye en la clave para obtener ventajas comparativas, basadas en el desarrollo del talento humano, cuyos conocimientos y habilidades harán posible generar innovaciones tecnológicas, mejorar las ventajas competitivas en la economía mundial, así como encontrar alternativas de solución a los problemas económicos y sociales. Cabe destacar que cada día cobra mayor fuerza en el ámbito mundial que el sector productivo de un país debe beneficiarse de la experticia y de la investigación universitaria. La tendencia de las universidades a restringirse a desempeñar exclusivamente los roles de proveedoras de personal altamente educado y expandir las fronteras del conocimiento, se viene cuestionando desde el propio interior de estas instituciones en los países industrializados, debido a la innegable capacidad y potencialidad que éstas tiene para integrarse al soporte y desarrollo económico de la sociedad.

Al respecto, Acosta 1997, establece que las universidades están obligadas a asumir con decoro el reto de producir y difundir conocimientos de calidad comprobada en todas las áreas del saber para poder responder adecuadamente a las exigencias del mercado social; el logro de tal reto está sujeto al desarrollo de un enfoque de gestión en la investigación condicionado a las exigencias del mercado contemporáneo en lo que respecta a los avances científicos, tecnológicos, culturales y educativos del mundo actual.

En concordancia con lo expuesto, se observa en América Latina y hace muy débilmente, en la producción, aplicación y adaptación de nuevos conocimientos a los procesos de producción, permaneciendo de espaldas a las necesidades del país.

De allí que, Pachano 1996, al referirse a la experiencia venezolana, señala que es un país que posee reservas importantes, pero se mantiene en estado de subdesarrollo, un país productor de petróleo que ha incorporado los procesos tecnológicos más importantes mediante la concesión de explotación a empresas petroleras transnacionales. En los procesos de adquisición de tales tecnológicos del país.

A tal efecto, Espinoza 2000 establece la vinculación como una relación de simple transacción, con un alto grado de autonomía de cada una de las partes de la relación, con una duración de corto plazo y el beneficio de gran medida es unilateral.

En concordancia con lo antes planteado, entre los mecanismos de relación se encuentran, la formación y desarrollo de recursos humanos, a través de programas de cooperación educativa, educación continua así como transferencia de conocimiento y tecnología con oficinas de vinculación con la industria y parques tecnológicos, creación de empresas mixtas, asistencia y asesoría como servicios de laboratorios, incubadoras, entre otros.

Al respecto, Camacho 2002 establece que las incubadoras también conocidos como semilleros de empresas, centros de promoción empresarial, centros de innovación empresarial, centros de innovación y tecnología, y centros de nuevas empresas, son organismos de interlocutores públicos y privados, que ponen en marcha y ofrecen, en un territorio que presenta un potencial empresarial suficiente, un sistema completo e integrado de actividades y servicios de excelencia para la pequeña y mediana empresa, con el objetivo de crear y desarrollar actividades innovadoras e independientes.",,
doc_82301360_sec07_chk04,82301360.txt,"que permanece en la cooperativa como forma de financiación de ésta. Estos son los retornos que art. 29 Ley 2090: Se incorporan al capital social, incrementando la aportación del socio, Se aplican a compensar pérdidas de ejercicios anteriores, Se incorporan al Fondo de retornos. En este caso, los intereses producidos por el mismo sí se consideran rendimientos de capital mobiliario, y asimismo lo será el retorno cuando se produzca: 1. La devolución al socio. 2. La baja del socio 3. El destino a satisfacer pérdidas 4. Se incorporen al capital social. ha estado bloqueado en el Fondo de retornos, sí constituye renta para éste.

2.4. Intereses del capital social, y del Fondo de retornos

En el esquema de la ley, y dado que al retorno se le otorga el carácter de dividendo, los intereses devengados por el capital social, por absurdo que pudiera parecer, deben considerarse rendimientos del capital mobiliario derivados de la cesión a terceros de capitales propios préstamos, ex art. 25.2 LIRPF. Lo mismo ocurre en el caso de los intereses derivados de los retornos incluidos en el Fondo de retornos, que indudablemente sí son un préstamo.

2.5. Reembolso de aportaciones En estos supuestos, se producirá una alteración patrimonial que, previsiblemente, generará una ganancia o pérdida patrimonial de las previstas en los arts. 33 y ss de la LIRPF. La ley 201990 se limita a aclarar algunas particularidades de la forma de cálculo de dicha ganancia o pérdida. En general, las alteraciones patrimoniales se determinan de acuerdo con la diferencia entre el valor de adquisición y valor de transmisión o reembolso, y se califican de ganancia o pérdida dependiendo del signo de dicha diferencia. Pues bien, el art. 30.c de la ley 2090 establece que el valor de adquisición se integrará por: Coste de adquisición de la participación Cuotas de ingreso satisfechas Pérdidas atribuidas al socio y que han sido reintegradas por éste en efectivo, o compensadas con retornos del Fondo de retornos. Debe tenerse en cuenta que IRPF. Esto hace que el valor de adquisición recoja todos los costes que ha acarreado para el socio la participación, disminuyendo así el importe de la alteración patrimonial.

Las sociedades laborales sólo tienen una especialidad en el Impuesto sobre Sociedades: los bienes adquiridos en los 5 primeros años desde la calificación, disfrutarán de libertad de amortización art.12 de la ley 272014, reguladora del Impuesto sobre Sociedades, en adelante, LIS

En relación con el resto de impuestos, el recién aprobado proyecto de Ley de sociedades laborales y participadas sólo prevé la aplicación en el Impuesto sobre Transmisiones Patrimoniales y Actos Jurídicos Documentados, de una bonificación del 99 por 100 de las cuotas que se devenguen por modalidad de transmisiones patrimoniales onerosas, por la adquisición, por cualquier medio admitido en Derecho, de bienes y derechos provenientes de la empresa de la que proceda la mayoría de los socios trabajadores de la sociedad laboral. Este era, prácticamente, el único beneficio de los que preveía la ley actualmente",,
doc_86545589_sec02_chk02,86545589.txt,"comprendidas en ella: Bancos comerciales, Bancos de inversión, Bancos hipotecarios, Compañías financieras, Sociedades de ahorro y préstamo para la vivienda, y Cajas de crédito. Estas instituciones quedan bajo la regulación de dicha ley, conocida como Ley de Entidades Financieras el desarrollo social y económico desde abajo. Página 6 de 61

personas de menores recursos. La devolución del crédito se realiza en pequeños pagos, a su vez que se les brinda acompañamiento en su proyecto productivo. restricción que obligue a las personas a abandonar su trabajo, y queden excluidos sin obtener ingresos, en la extrema pobreza. Al respecto, Yunus 2007 refiere: para que los pobres tengan la oportunidad de salir de la pobreza por sí mismos, nosotros debemos eliminar las barreras financieras con que les hemos rodeado.pág. 35 Este sistema de pequeños créditos como sistema, obtuvo resultados positivos. Se observó que la mayoría de los prestatarios cumplían sus compromisos, siendo la tasa de devolución de estos préstamos muy alta, superando el 90. Estas altas tasas de devolución, en parte, se explican por la conformación de grupos de solidaridad y ayuda mutua entre los prestatarios. Característica que diferencia a los microcréditos de los créditos tradicionales. Tal fue el éxito de este tipo de banco, que se difundió el modelo a otros países. En la actualidad, los microcréditos están incluidos en un concepto más amplio, conocido como el de las microfinanzas, dentro del marco desarrollado en favor de la inclusión financiera de las personas de menores recursos. Este trabajo centra su atención en Argentina, y como se produjo el desarrollo de los microcréditos en nuestro país, como herramienta para reducir la pobreza, y fomentar la economía social, repasando aquellos antecedentes más importantes en relación al tema elegido. El acontecimiento más importante en nuestro país, en relación a los microcréditos, ocurre en el año 2006. Es en este año que se sanciona la Ley 26.117. La primera ley específica sobre microcréditos, que justamente es titulada Promoción del microcrédito para el desarrollo de la economía social. Esta ley, que tiene por objeto la promoción y regulación del microcréditos, a través del Ministerio de Desarrollo Social, es una innovación en la materia, dado que el Estado asume el rol de impulsar este tipo de créditos. Siendo una política pública8 pensada para las personas de menores recursos económicos, en su objetivo de reducir los niveles de pobreza en nuestro país.

manifiestan una determinada modalidad de intervención del Estado en relación con una cuestión que concita la atención, interés o movilización de otros actores la sociedad civil. Jaime, Dufour, Amaya, 2013, pág.58 Página 7 de 61",,
doc_2695750_sec11_chk12,2695750.txt,"Al igual que el concepto de desarrollo sostenible, el concepto de desarrollo humano, parte de la satisfacción de las necesidades básicas como el elemento central del desarrollo, pero, subrayando que el desarrollo presenta otras dimensiones, además de las económicas. Sus fundamentos, por tanto, son distintos de los de las teorías del desarrollo ortodoxas, que persiguen exclusivamente un incremento de la productividad y de la riqueza. Por el contrario, este nuevo enfoque defiende un desarrollo basado en

de incrementar la riqueza material. En síntesis, el desarrollo humano es un concepto amplio e integral que conlleva un proceso por el cual se amplían las oportunidades del ser humano PNUD, 1990, p. 34, entre las que destacan como principales, disfrutar de una vida prolongada y saludable, adquirir conocimientos y tener acceso a los recursos necesarios para lograr una calidad de vida adecuada. Desde este enfoque, es posible cuando pueden consumir más bienes o servicios materiales. Esta es la razón que nos permite señalar, al igual que Hidalgo Capitán 1996, que estas corrientes heterodoxas hacia todo un país o economía nacional. En concreto, en el desarrollo humano, se propone la necesidad de posibilitar el acceso de la población a unos mínimos en educación, alimentación y sanidad.

Hay que tener presente que hasta entonces, la riqueza de las naciones se había medido en términos de Producto Nacional Bruto per cápita, pero la realidad de la década de los cincuenta y sesenta en la que muchos países subdesarrollados aumentaron su renta nacional per cápita a niveles similares a los de los países desarrollados sin que ello se tradujese en una equiparación de la calidad de vida de la mayoría de la población, llevó a replantear este indicador. Por ello, y en conexión con el concepto de desarrollo humano, el PNUD, conjuntamente con Amartya Sen y Gustav Ranis, propusieron en 1990 el Índice de Desarrollo Humano IDH, como una síntesis de las condiciones educativas, sanitarias y económicas de la población de los distintos países. En el primero de estos informes, se indicó que el propósito del IDH era dar una medición del desarrollo mucho más amplia que el PNB por sí solo PNUD, 1990, p. 13. Desde entonces, el PNUD publica, anualmente, los Informes de Desarrollo Humano, en los que se refleja la situación comparativa en términos de desarrollo de los más de ciento setenta países que participan en este programa. Sin embargo, se puede acusar ambientales del crecimiento en el componente de renta de IDH.

Derivado del concepto de Desarrollo Humano, surge el concepto de Desarrollo Humano Sostenible, que, al igual que el primero, también plantea situar al ser humano en el centro de sus preocupaciones, considerando primordial mejorar las capacidades del dimensión ambiental, poniéndose de manifiesto la incompatibilidad del modelo de desarrollo que se da en los países ricos con la satisfacción de las necesidades del conjunto de la población mundial. Esta incompatibilidad, se debe, fundamentalmente, a la imposibilidad de que el nivel de consumo de los recursos naturales de los primeros, se haga extensible al resto de los países.",,
doc_122457271_sec04_chk07,122457271.txt,"Hay una apuesta experimental por intentar unir en una sola obra poemas en prosa y en versos. Todo él puede ser leído como un largo poema, de tal manera que sería uno de los más largos de nuestra tradición y ofrecería una interesante unidad. Otros logros son la manera como se reescribe la tradición romántica y cristiana con elementos propios. Para lo que nos interesa, es uno de los textos donde se plantea una de las dolencias más comúnmente asociadas a las mujeres. Poemas de una psicótica 1964 de Ida Gramcko es un poemario divido en seis partes y ordenado así para expresar la idea de un tránsito desde el encuentro con las experiencias más terribles del padecimiento y el recorrido por un camino que termina en la recuperación espiritual. La enfermedad psíquica se muestra con afectaciones corporales precisas, pero está más vinculada con el espíritu. Sin embargo, el cuerpo también padece de hundimiento y plenitud. Las horas de Miedo. Cuerpo, medicina... Rafael Rondón Narváez46 La psicosis se caracteriza por alucinaciones, de tal manera que ellas actúan de manera incontrolable. Lo importante es como el mecanismo de esas visiones pueden ser llevado al dócil espacio de la página para ir encadenando un discurso de sanación. Uno de los aspectos fundamentales del libro es la manera cómo la voz se apropia y actualiza del imaginario religioso. De tal manera que imágenes y personajes asociados al diablo, los ángeles y lo divino tienen un papel relevante. En la primera parte, se relata el padecimiento y la oscuridad de la enfermedad mediante una forma muy particular de representar lo demoniaco. Asombra el componente profundamente erótico. Como navegando desde las ondas más oscuras y enterradas de la psique surge el eros. Así comienza el libro: El terror es como el amor: se anuncia por un vértigo 11. El componente físico de la enfermedad se conserva en la posesión descrita como una carga vigorosamente sexual. Los demonios: Tienen sexo excesivo. Todo es afán de posesión y orgasmo. En este sentido, Gramcko asocia la psicosis a una la lucha sexual y el enfrentamiento espiritual. Para representar lo sexual Gramcko se vale del detallismo: Lo diabólico, abunda, se extiende, se propaga. El gran cuerpo de musgo cochambroso se tendía como una gran yedra manchada de pantano y alimaña 14.

Yo lo escupí en el rostro tenebroso. Se rió sic y sus dientes renegridos y fofos se movieron cual bamboleantes trozos de pantano. Toda su cabeza luctuosa componía un aguafuerte. Estaba a punto de hundir el aludo ratón, pero en ese instante aparecieron as estrellas.

El libro se caracteriza por la proliferación impresionante de imágenes. En las tres primeras partes se describen los demonios que la asechan y a la vez la atraen, luego aparecen ángeles y después el espectro como continuación de la psicosis. Al final, se genera el proceso de la cura en los fragmentos titulados Plegaria Casi silencios y Lo máximo murmura Como dato curioso, el poemario omite cualquier referencia al tratamiento médico. Se eliden elementos como la consulta médica, el encierro clínico y el tratamiento. Aquí la cura transita por otro sendero; la sanación espiritual y la",,
doc_86771710_sec02_chk08,86771710.txt,"De tal modo la masiva agitación agraria duró más de tres meses consecutivos y afectó a casi todas las colonias de las provincias de Buenos Aires, Santa Fe y Córdoba. Fue el primer grito de protesta campesina dado por los rudos hombres de la tierra. Iniciaban una marcha difícil y penosa. Pero lo cierto es que allí empezaron las primeras conquistas agrarias; se logró la rebaja del precio de los arrendamientos, surgió la Federación Agraria Argentina, y en la Cámara de Diputados se presentaba el primer proyecto de ley que trató el contrato agrario.

La lucha campesina había dejado su semilla y con seguridad fue causa directa de la Constitución que se sancionó en Santa Fe en el año 1921. La nueva situación política que tenía el país a partir de la sanción de la Ley Sáenz Peña, permitió una directa presencia de partidos políticos afines a los sectores populares, tanto a nivel nacional con el Presidente Yrigoyen, y la Democracia Progresista de Lisandro de la Torre en la provincia de Santa Fe.

Tampoco es un hecho menor que la Convención Constituyente que el 13 de presidida por Manuel J. Menchaca, quien fue gobernador de la provincia precisamente durante los días de El Grito de Alcorta. La Constitución, había institucionalizado un texto avanzado para esa época. En el Capítulo II, donde desarrolla las Bases del Régimen Económico y del Trabajo, se encuentran las voces de los chacareros que lanzaron El Grito de Alcorta:

Art. 28.- El Estado, por medio de una legislación adecuada, propenderá a mejorar las condiciones de vida y de subsistencia social, fomentando y protegiendo la producción, la cooperación, la mutualidad y el ahorro; proveyendo a la comodidad, salud, seguridad y bienestar general de los obreros; f ijando la jornada máxima de trabajo y el salario mínimo; asegurando la higiene de los talleres y de las fábricas; destinando una parte de la renta fiscal para la construcción de casas para obreros; reglamentando el trabajo de las mujeres y menores y estableciendo cámaras de arbitraje, de las que formarán parte representantes de asociaciones patronales y gremiales legalmente autorizadas para resolver los conflictos suscitados entre patrones y obreros.

agricultores argentinos, nativos o naturalizados, utilizando como recursos los provenientes en todo o en parte, de los impuestos al mayor valor de la tierra libre de mejoras; de un adicional a la contribución directa que abonarán los latifundios y los demás que creara con este f in la Legislatura. También se establecerá con el mismo objeto un impuesto adicional a la Contribución Directa que abonarán los propietarios que vivan fuera de la República. Pero esa Constitución fue atacada por cuestiones formales. Se argumentó que fue sancionada una vez vencido el término que tenía fijado para sesionar la convención y por ende, fenecido el mandato que se le había otorgado a los constituyentes. Se invocó la restricción constitucional del mandato Véase M. A. Montes de Oca, La Convención de Santa Fe de 1920-1921, prórroga de su mandato, Establecimiento Gráfico de J. L. Ribero los sectores populares en el ámbito de la Constitución real y ese texto de la Constitución escrita de 1921, confrontaba con los poderosos sectores de la oligarquía nativa y de los representantes del capital extranjero. En definitiva, sufrió los avatares del predominio de la Constitución real sobre la Constitución jurídica.

Ante situaciones como las mencionadas había señalado Sampay que en el caso de que aplicando la idea de justicia oligárquica que la Constitución real tuviese instituida como fin, se quisiera invalidar la sanción de una reforma constitucional dirigida a mejorar las condiciones de vida del pueblo, ello, en puridad, sería un acto de subversión contra el progreso de la justicia Arturo E. Sampay, Constitución y Pueblo, 2a edición, Cuenca Ediciones, Buenos Aires, 1974, pág., 86. Sin duda, ello es lo que aconteció en realidad, con la Constitución de Santa Fe de 1921.",,
doc_70051779_sec08_chk04,70051779.txt,"Los nidos de N. mexicana presentan condiciones ambientales con una alta humedad y una temperatura moderada comparada con el exterior Drummond, 1957 convirtiendo a los nidos en microhábitats con las condiciones adecuadas para el desarrollo de diferentes artrópodos Villegas-Guzmán Pérez, 2005, por ello en este trabajo encontramos organismos de dos clases Arachnida e Insecta y tres órdenes Acari, Pseudoscorpiones y Siphonaptera debido a que aquí encuentran las condiciones físicas adecuadas para su desarrollo, así como el alimento que requieren para ello. Esto coincide con lo registrado en un nido de N. mexicana en Durango Villegas-Guzmán et al., 1998. Sin embargo, en el nido de Durango se encontró una mayor riqueza y abundancia, esto probablemente se deba al tipo de hábitat y a la época del año donde fue hay una mayor cantidad de recursos que puede ayudar a la proliferación de lo artrópodos, mientras el nido explicación de esto es que este nido había sido recientemente abandonado, razón por la cual se encontraron pocos organismos especialmente hematófagos en la cámara de reposo, en este componente en el nido de Durango se encontraron pulgas, argásidos, laelápidos y macronísidos de forma abundante Villegaseste componente.

En trabajos previos se ha reportado que los ácaros son los más abundantes, como se observa en este estudio donde representan más del 96. Familias como Cheyletidae y Laelapidae han sido reportadas para nidos del género Neotoma Allred Roscoe, 1957; Cudmore, 1986. Montiel-Parra et al. 2001 registra 110 ejemplares de Laelapidae y 67 de Cheyletidae de un nido de N. albigula. Estos resultados coinciden parcialmente con los observados en este trabajo.

En la cámara verde se encontró la mayor cantidad de ejemplares 114 de dos especies del orden Acari Cuadro 1. El artrópodo más abundante del nido fue Cheyletus eruditus que se observó en ambas cámaras CR y CV, presentando en la cámara verde su mayor abundancia, esto se debe a que este ácaro es habitante común en granos almacenados donde se alimenta de ácaros fitófagos, psocópteros, larvas de polillas y coleópteros, e incluso se ha observado que son caníbales Coombs Woodroffe, 1968; Hughes, 1976. El otro habitante de la cámara verde es Chortoglyphus arcuatus de quien solo se encontró una hembra, esta especie se ha registrado en graneros, establos, granjas, productos almacenados y asociado a nidos de gorrión Hughes, 1976; McDaniel, 1979, esta especie se alimenta de los restos de plantas y semillas que son llevados por el roedor.

En la cámara de reposo solo se encontraron 34 organismos, sin embargo, aquí se observó la mayor riqueza con seis especies Cuadro 1. Los organismos encontrados generalmente son parásitos del roedor como es el caso de los laelápidos y sifonápteros, mientras que los pseudoescorpiones son foréticos y usan al roedor para desplazarse Villegas-Guzmán Hernández-Betancurt, 2006. Se han reportado a 32 especies de pseudoescorpiones asociadas a nidos de Neotoma Francke Villegas-Guzmán, 2006, en los cuales pueden estar presentes todos los estadios de su ciclo de vida, por lo cual se encuentran adultos y estadios ninfales como en nuestro caso. En N. mexicana se han registrado cinco especies Villegas-Guzmán Pérez, 2005, dos de ellas de la familia Chernetidae, Illinichernes distinctus y Tychochernes inflatus, por lo cual es la primera vez que se registra a Parachernes asociado a nidos de esta especie de roedor. Los pseudoescorpiones representan los primeros registros para Guanajuato, siendo Parachernes un nuevo registro para este microhábitat, ya que solo se había encontrado asociado a cortezas de árbol en Chiapas Córdova-Tabares Villegas-Guzmán, 2013, es probable que este organismo haya sido acarreado dentro encontrado en el mismo.",,
doc_47507717_sec01_chk02,47507717.txt,"interés innatamente basado en la comunicación y una capacidad innatamente basada para desarrollar un sistema de disposiciones lingüísticas que le permitirán satisfacer ese interés. La intersubjetividad aparece como criterio fundamental para el examen de aspectos distintos e igualmente atractivos para la investigación. A la hora de profundizar el ámbito de disciplinas relacionadas con la lengua se han planteado preguntas como: En qué medida la diversidad de las lenguas y en última instancia la diversidad de los registros refleja y condiciona la visión del mundo? Hasta qué punto determinada situación en un lugar de la escala social determina las formas de expresión? Cómo la utilización de un código preciso puede incidir en la invariabilidad de una escala social? En qué medida el cambio lingüístico es posible por la coordinación de las reacciones a la introducción de nuevos modelos de uso? Estos problemas condicionan directamente el planteamiento de una cuestión como el lenguaje de los jóvenes, y de manera especial en las últimas décadas, cuando la juventud ha ido cobrando fuerza como grupo social. La época en que vivimos es una época en la que la juventud está de moda, y con ella sus formas expresivas. Nos parece de interés profundizar en el conocimiento de las pautas que rigen el comportamiento lingüístico, sus expresiones y fórmulas más caractéristicas, las fuentes de que se nutre su léxico, todo eso como un medio más de acercarse a su psicología, a sus intereses y a sus formas de vida. La interpretación del proceso comunicativo que tiene a los jóvenes por protagonistas, al igual que cualquier tipo de comunicación, abarca una diversidad de aspectos y contenidos temáticos en los estudios que se han ocupado de los jóvenes sea de manera más o menos directa y profunda, desde diferentes perspectivas y metodologías. Lingüistas, sociólogos, antropólogos, periodistas, metodólogos del español, etc. se dan cita para investigar el tema y cuya suma de saberes se requiere para obtener un análisis global más riguroso y coherente. Implicados en la dimensión comunicacional encontramos igualmente otros signos y prácticas comunicacionales como el vestido, la música, la droga, etc., que integran la llamada cultura o subcultura o contracultura juvenil. Eso quiere decir que el lenguaje unas señales, también intervienen en ella unos medios, canales o soportes expresivos como son los cómics, fanzines folletines y otras publicaciones juveniles, las pintadas y graffitis, los pósters, los discos, los videoclips o las emisoras de FM, que tienen en los jóvenes a sus principales usuarios y consumidores. La interdisciplinariedad del formas inconexas al estudiar el habla de los jóvenes. Los principales recursos expresivos se registran en el área del léxico a partir de los años setenta, con la aparición de un sinfín de tribus urbanas acompañadas de una floración de argots marginales. El más difundido fue el llamado lenguaje rockero o del rollo, conocido sucesivamente con los nombres de pasota o cheli, que tuvo su época de esplendor a finales de los setenta. Nació a caballo entre Barcelona y Sevilla, pero tendría que pasar también por Madrid para consagrarse como fenómeno social. El término cheli, en sus orígenes un tratamiento afectivo utilizado en los ambientes marginales de Madrid, pasó a designar al pasota madrileño y a su jerga, y, finalmente, a la de todos los pasotas, sin que haya faltado quien lo considere sinónimo de lenguaje coloquial.",,
doc_79375617_sec02_chk02,79375617.txt,"2.1. CONCEPTO DE FUNDACIÓN COMO ENTIDAD SIN FINES LUCRATIVOS Actualmente, existen distintas aproximaciones sobre el concepto de entidad sin fines lucrativos Salamon y Sokolowski, 2016. En el contexto español, desde la Asociación Española de Contabilidad y Administración de Empresas AECA, 2013, p. 16 se define entidad sin fines lucrativos como colectividad privada considerada como unidad, cuya estructura patrimonial y unión de voluntades cuenta con suficiente capacidad financiera y organizativa para realizar sus fines orientados al interés general o colectivo, sin que existan títulos de propiedad sobre ella que puedan atribuir derechos sobre eventuales beneficios obtenidos. Atendiendo a esta definición, una entidad sin fines lucrativos será considerada como tal, en la medida en que cumpla con una serie de requisitos AECA, 2013: a Entidad privada. Se considera entidad privada aquella organización que se encuentra sujeta a derecho privado y se relaciona en un plano de igualdad respecto a otros agentes económicos. Además, deberán ser independientes en su funcionamiento de los poderes públicos. b Sin fines lucrativos. Estas entidades deben perseguir en todo momento un objetivo social, sin perjuicio de poder desarrollar actividades económicas para conseguirlo. c Promoción de un interés general o colectivo promoviendo fines que favorezcan a toda la sociedad o a un amplio conjunto de beneficiarios. d Inexistencia de propiedad, lo que conlleva que la reinversión de los beneficios en el fin social para el que fueron creadas. e Capacidad de organización y financiación manteniendo un estructura adecuada y recursos suficientes para garantizar el cumplimiento de sus fines. Estas características son cumplidas por distintas entidades tales como fundaciones, asociaciones, federaciones, sindicatos, partidos políticos, entidades singulares y organizaciones religiosas, entre otros. Este estudio se centra en el análisis concreto de una modalidad concreta de entidad sin fines lucrativos como es la fundación. Las fundaciones aparecen reguladas en la Ley 502002, de Fundaciones cuyo Art. 2 define a estas entidades como organizaciones sin fin de lucro que, por voluntad de sus creadores, tiene afectado de modo duradero su patrimonio a la realización de fines de interés general. Bellostas y Briones 2014 destacan como características básicas de estas entidades, la promoción de un interés general, su estructura de gobierno representada en el patronato y la labor supervisora de los Protectorados. Además, estos autores señalan también como elemento básico su estructura financiera donde se combinan autofinanciación, aportaciones de terceros y fondos provenientes de la realización de diversas actividades. Las fundaciones han sido situadas como entidades core dentro de las entidades sin fines lucrativos, llegando a representar un 0,3 del valor añadido bruto agregado, proporcionado empleo a cerca de medio millón de personas INAEF, 2016. Estas magnitudes justifican su estudio como entidades sin fines lucrativos.",,
