id;etiqueta_heuristica;etiqueta_manual;anotador;documento_id;chunk_id_origen;posicion_relativa;etiqueta_retorica_origen;subtipo;razon_planb;longitud_palabras;texto
t2_pos_000071;contribucion;no_contribucion;;84093961.txt;doc_84093961_sec01_chk01;0;INTRO;positivo_planb_alto;explicito_propio;483;"Desde su irrupción y a lo largo de la historia, los medios masivos de comunicación transformaron la vida cotidiana del sujeto moderno, sus percepciones y sus prácticas. El esfuerzo por comprender los procesos y cambios sociales ocurridos, dio origen a una lucha epistemológica que trajo como consecuencia una fructífera producción teórica y un reconocimiento de la Comunicación como ciencia interdisciplinar 2, ya que dialoga con otras Ciencias Sociales, confrontando e intercambiando diferentes métodos, teorías y técnicas para abordar sus objetos de estudio. En Latinoamérica, los estudios de televisión en general y de telenovela en particular, se inscriben en ese marco metodológico: Este carácter interdisciplinario por excelencia de las ciencias de la comunicación puede ser observado a través, por ejemplo, de la lectura de los trabajos existentes sobre el objeto telenovela. Son investigaciones que versan sobre los más diversos temas como su historiografía, procesos de producción, estética, autoría, cuestiones de género, su universo discursivo, simbólico; puede ser abordada como entretenimiento e información, como nutriente del imaginario, como catarsis social: se pueden estudiar sus impactos sociales, las técnicas de persuasión, el uso que hace de estereotipos y preconceptos, en fin, cualquiera que sea el recorte, disciplinas como la sociología, la antropología, la psicología, la semiótica, la filosofía, etc., vienen a auxiliar la construcción del objeto 3. En este contexto, el presente artículo se propone apuntar algunos conceptos teóricos que ayuden a comprender la dialéctica entre ficción y realidad, como dos instancias constitutivas del complejo proceso de construcción de lo real social. Se considera al Merchandising Social en relación con el ámbito del cotidiano, como un camino posible para llegar a tal comprensión. La reflexión sobre el Merchandising Social aquí propuesta, versará sobre su aplicación en las telenovelas de la Red Globo. Esta elección se basa en el hecho de ser esta emisora la mayor productora de telenovelas en Brasil y por haber sistematizado y padronizado el uso de tal concepto en este tipo de ficción. Lejos de ser exhaustivo, de exponer conclusiones acabadas o una metodología sólida de abordaje, este trabajo se presenta como una primera reflexión teórica sobre el tema, como puntapié inicial para abrir caminos hacia investigaciones de mayor profundidad que permitan elucidar las relaciones entre ficción televisiva y las prácticas concretas de la sociedad de masas. Breve panorama sobre estudios antecedentes Existe una basta bibliografía sobre el estudio de las contaminaciones entre lo ficcional y lo factual tanto en el cine, como en la literatura y en la televisión, cuya citación excedería las pretensiones de este trabajo. Con relación a nuestro objeto de estudio sino además, un creciente interés de esa perspectiva de análisis por parte de la comunidad científica. De hecho, al recorrer las ponencias disponibles en internet de los Congresos INTERCOM 2000 al 2006 y ALAIC 2000-2002-2004-2006, puede identificarse un aumento de producciones sobre análisis de dialogismo entre Realidad y Ficción, que va de 1 trabajo presentado"
t2_neg_000010;no_contribucion;no_contribucion;;115326590.txt;doc_115326590_sec01_chk01;33;INTRO;negativo_dificil;objetivo_sin_novedad;296;"El virus del dengue DENV es un flavivirus envuelto que pertenece a la familia Flaviviridae. Desde el punto de vista epidemiológico y clínico, el DENV se puede clasificar por el complejo antigénico de reconocimiento en cuatro serotipos: DENV1, 2, 3 y 4 respectivamente; compartiendo una similitud entre un 65 a 70 en la secuencia aminoacídica dentro de cada grupo. 1 Departamento de Microbiología y Parasitología Clínicas, Facultad de Medicina, Universidad de los Andes, Mérida, Venezuela. 2 Departamento de Microbiología y Parasitología Clínicas, Facultad de Medicina, Universidad de los Andes, Mérida, Venezuela. 3 Departamento de Microbiología y Parasitología Clínicas, Facultad de Medicina, Universidad de los Andes, Mérida, Venezuela. 4 Universidad Laica Eloy Alfaro de Manabí, Facultad de Ciencias Médicas, carrera de Medicina, Manabí, Ecuador. 5 Facultad de Ciencias de la Salud, Universidad Técnica de Manabí, Manabí, Ecuador. 80 Facultad de Ciencias de la Salud. Universidad Técnica de Manabí. Portoviejo, Ecuador Asimismo, dentro de cada serotipo se pueden distinguir 5 genotipos clasificados mediante una serotipos circulan periódicamente en áreas endémicas e hiperendémicas y, sin distinción alguna, todos causan la enfermedad conocida como dengue3. Recientemente, algunos investigadores han propuesto la aparición de un quinto serotipo de DENV DENV5, basándose en un virus atípico que fue detectado durante el cribado de muestras virales tomadas en un paciente en Asia en el 2007, y el cual fue anunciado oficialmente en octubre de 20134. Este último, a pesar de ubicarse filogenéticamente diferente y presentar un comportamiento antigénico distinto a los cuatros serotipos antes reportados, se cree que anda circulando entre los cruzada5,6. En este sentido, el objetivo de este trabajo fue describir los elementos más importantes del virus, su distribución génica, los elementos de resistencia conferido por su estructura a nivel intracelular y el ciclo replicativo respectivo de esta familia viral."
t2_pos_000008;contribucion;contribucion;;113589969.txt;doc_113589969_sec01_chk01;0;INTRO;positivo_planb_alto;pasivo_anclado_trabajo;305;"Dese el año 1991 y con el decreto 585 de ese mismo año, se generó el interés por fortalecer la educación en materia de investigación, esto con el fin de desarrollar en los docentes fortalezas en pedagogía que aporten a los estudiantes mayores herramientas orientadas a la puesta en marcha de la investigación científica. También Colciencias en su misión de promover las políticas para construir capacidades para ciencia, tecnología e innovación señala que desde las instituciones públicas y privadas de educación superior se debe trabajar el postura tímida, sino asumirlo de manera propia; es decir, que se deben aplicar estrategias que fomenten, motiven y guíen la actividad de la investigación con un ingrediente ahora importante en la economía colombiana: la innovación. Quienes deben orientar las actividades de investigación son los profesores, que tienen la responsabilidad de llevar a estados eficaces de búsqueda del conocimiento a sus alumnos. En ese orden de ideas y de acuerdo con el análisis sobre las variables que pueden influir en los estudiantes de la Coordinación de Economía y de Gestión del Centro de Servicios Financiero CSF del SENA, para emprender una investigación y que además contenga el elemento de la innovación, se presenta en este artículo el modelo de estrategia Apoyo Pedagógico para Proyectos APP, la cual se aplicó a los aprendices del programa de Tecnólogo en Gestión Empresarial y Tecnólogo en Gestión de Negocios y que mostró resultados positivos en términos de motivación y disposición de los aprendices hacia la investigación y la innovación de sus laboratorios de simuladores empresariales. La propuesta para gestionar la motivación de los aprendices en la investigación y la innovación desde el modelo pedagógico que ha desarrollado la coordinación como una alternativa de gestión en la búsqueda de conocimiento encauzada hacia la generación de proyectos productivos que le aporten al desarrollo económico del país."
t2_pos_000070;contribucion;contribucion;;84093747.txt;doc_84093747_sec01_chk01;0;INTRO;positivo_planb_alto;explicito_propio;397;Este trabajo se propone abordar la política estatal sobre las Academias científicas y culturales durante los dos primeros gobiernos de Juan Domingo Perón 1946-1955. Para ello, nos centraremos en una serie de textos legales de diverso alcance jurídico, incluyendo Decretos, Leyes y artículos de la Constitución Nacional de 1949. Tendremos en consideración, además de los textos legales del primer y segundo mandato de Perón, los posicionamientos que en torno a la relación entre el Estado y las Academias científicas y culturales surgen tanto en el gobierno inmediatamente anterior al de Perón, el de Edelmiro Farrell, como el posterior, gobierno de facto que surge con el golpe de Estado realizado en 1955, que derroca al gobierno de Perón y proscribe cualquier referencia al movimiento o al Partido Peronista. Con este fin, incluimos en el análisis el discurso que pronuncia Farrell en Decreto-Ley 4362, que deroga las normas peronistas e instaura el régimen de Academias que, con algunas modificaciones de artículos particulares, sigue en vigencia en la actualidad. La intervención en las esferas vinculadas a las Academias culturales a través de los textos legislativos es parte de la búsqueda de un orden nuevo en la constitución de la sociedad y del modelo de ciudadano. Es parte, también, de sino también en su sentido positivo. Siguiendo a Gramsci 19321975: 105-106, la legislación aparece como la búsqueda para imponer un determinado modelo de sociedad. En este sentido, proponemos en este trabajo que la Perón y los intelectuales Cf. Fiorucci, 2004, sino también positiva, creativa, en cuanto contribuye a generar un nuevo orden de cosas, entre ellas, una imagen determinada del Estado, en general, y del Poder Ejecutivo, en nuevo modelo de funcionamiento de las Academias científicas y culturales. Por lo demás, la existencia de una serie de normas legales entre 1948 y 1952 y la insistencia del gobierno en el tema manifiesta un marcado interés en la presencia del Poder Ejecutivo en el ámbito académico-cultural. Una política dirigista o liberal implica, en este ámbito, una determinada concepción de Estado y de cultura y posiciona en cierto lugar de legitimidad o deslegitimación a las instituciones asociadas con la tradición cultural que, tal como expresa Raymond Williams, cumplen un rol determinado en la conformación de hegemonía Williams Estado en el debate parlamentario que emerge en torno a la aprobación de la Ley de Reglamentación de las Academias de 1950.
t2_pos_000009;contribucion;contribucion;;120417106.txt;doc_120417106_sec01_chk01;0;CONC;positivo_planb_alto;pasivo_anclado_trabajo;585;"Factores como el envejecimiento de la población y el aumento de la esperanza de vida, junto con la incorporación de la mujer al mundo laboral remunerado y la reducción de la natalidad, dan lugar a un aumento signilas redes informales de apoyo. Debido a la situación excepcional que se está viviendo debido a Covid-19, es habitual que se produzca una inestabilidad en cuanto a emociones y pensamientos, de miedo, enfado, frustración, etc. en los cuidadores informales de personas que se encuentran en situación de dependencia. La fluctuación de emociones producida tanto en losas cuidadoresas como en losas familiares es inevitable debido a la cantidad de información recibida en el día a día sobre la pandemia y el cambio de restricciones que se actualiza y modifica constantemente. A esto se le une, las pérdidas que se han producido en cada situación personal; fallecimientos, pérdida de trabajo, actividades y planes de futuro. La inestabilidad de emociones, pensamientos y preocupaciones, además de la sobrecarga emocional es inevitable en losas cuidadoresas, pero el mayor problema se encuentra en la forma de res- El programa que se presenta en este trabajo pretende ser una herramienta que aporte flexibilidad psicológica y cubra las necesidades de losas cuidadoresas. A lo largo del año 2020, han surgido números textos y recursos para poder ayudar a las familias durante el periodo de confinamiento. Las estrategias y fundamentos de la Terapia de Aceptación y Compromiso ACT pueden constituir una guía de apoyo y diseño de intervenciones para favorecer la flexibilidad psicológica Wilson y Luciano, 2007. ACT es un modelo de intervención que cuenta con diversas evidencias dentro del tratamiento de problemas psicológicos Molina y Quevedo, 2019; st, 2014. de los cuidadores informales de personas mayores o en situación de dependencia durante este año de pandemia por Covid-19. Presentando una herramienta para validar la importancia de su trabajo y el cuidado de las personas dependientes, y dotar de estrategias y habilidades de gestión emocional. Trabajando el empoderamiento, la aceptación y orientación en valores. Con esta herramienta que se ofrece a los cuidadores informales se pretende mejorar la calidad de vida del cuidador y por ende de la persona mayor o en situación de dependencia. Se parte de la premisa de que si el cuidador aprende a relacionarse de forma diferente con sus eventos privados entendiendo los mismos cómo pensamientos, emociones y sensaciones, los cuales actúan muchas veces cómo barreras, teniendo como base la aceptación en la dirección de valores personales, podrá llevar a cabo diferentes estrategias y habilidades que mejoraran de forma significativa el cuidado de su familiar y su estado personal. Las herramientas de comunicación y buen trato con la persona dependiente en este programa tienen un valor añadido tras partir de la aceptación y orientación a valores. Convirtiéndose el aprendizaje en una acción dentro de su escala de valores. Además, otro aspecto innovador que se quiere remarcar como aportación que se hace en este proyecto, es la importancia del papel del Psicólogo dentro de la Atención Primaria. Llevándose a cabo el cribado de losas participantes del programa a partir del médico de Atención Primaria. Considerado como principal receptor de las demandas de los cuidadores. naza para la salud, pero si podemos controlar cómo respondemos ante la misma, creando programas cómo el presentado cuyo principal objetivo es mejorar la calidad de vida de losas cuidadores informales consiguiendo una mejora de su salud biopsicosocial y satisfacción vital. Consiguiendo una mejora del cuidado y atención de las personas que se encuentran en situación de dependencia."
t2_neg_000001;no_contribucion;contribucion;;106025724.txt;doc_106025724_sec03_chk04;2312;CONC;negativo_dificil;objetivo_sin_novedad;419;"estancias en el extranjero Santos Díaz, 2015b, 2017, 2018, el programa de enseñanza Fernández y Jiménez, 2015 o la tipología lingüística Martínez-Adrián y Gallardo-del-Puerto, 2017 son objeto de análisis solo en algunos de ellos. Finalmente, desde el punto de vista metodológico, la limpieza de corpus en los distintos trabajos, esto es la validación de las respuestas y la revisión y unificación de los datos obtenidos, sigue las normas de edición del Proyecto panhispánico así como el exhaustivo trabajo de informantes estudiantes de lenguas extranjeras, existen ciertas casuísticas que requieren la toma de decisiones específicas. A este respecto los trabajos de Carcedo González 2000 y Samper Hernández 2002 constituyen referencias fundamentales. En relación con los resultados acerca de las variables analizadas en este estudio, los distintos trabajos obtienen conclusiones distintas. Por lo que respecta a la variable sexo, muy presente en estos estudios, su análisis ha revelado resultados, en ocasiones, contradictorios. De un lado, Carcedo González, 2000; Samper Hernández, 2002, mientras que, en otros, las diferencias suelen ser favorables a las chicas, aunque el análisis estadístico revela diferencias significativas en unos casos Agustín y Fernández, 2014; Fernández Fontecha, 2010; Jiménez y Ojeda, 2009b y, puesto de manifiesto en el trabajo de Jiménez y Ojeda 2009b es la existencia de una interacción significativa entre los centros de interés y el palabras actualizadas es mayor en unos centros que en otros. Con respecto al itinerario de formación, tan solo conocemos un estudio que haya abordado la disponibilidad léxica en inglés de profesorado en formación, aunque se trata del profesorado de secundaria Santos Díaz, 2015a. En su trabajo, la investigadora muestra cómo las Hostelería y Turismo, también con una fuerte carga en asignaturas de idiomas, ocupan los primeros rangos en promedio del índice corregido de descentralización léxica. De esta breve presentación de resultados, se desprende la profundizar sobre los resultados contradictorios que arrojan ciertas variables, como el sexo. Asimismo, es un hecho la escasez de trabajos desarrollados con la finalidad de evaluar el léxico disponible de futuros profesores, pues solo conocemos algunos con este tipo de muestra pero que se centran en la competencia en lengua materna Herranz Llácer, 2018. Por todo ello, el presente artículo pretende contribuir a paliar esa falta de estudios, analizando la disponibilidad léxica de maestros de inglés en Educación Primaria, con el fin de caracterizar y determinar la cantidad total de palabras y vocablos producidos en cada uno de los centros de interés analizados, así como de proporcionar respuestas a las siguientes preguntas de investigación:"
t2_pos_000025;contribucion;contribucion;;59937043.txt;doc_59937043_sec02_chk01;42;INTRO;positivo_planb_alto;entidad_propia_objeto;349;últimos años han aparecido una serie de trabajos que inciden en las aportaciones de esta disciplina a la didáctica de la lengua. En el ámbito español, esos trabajos son deudores, de alguna manera, del artículo de Moreno Fernández 1994, quien plantea algunas de las aportaciones de la Sociolingüística para la enseñanza de lenguas. Posteriormente, otros autores como incidido en la relación entre Sociolingüística y didáctica. funcionamiento de una lengua y el uso de esa lengua en su contexto social, en mejores condiciones estaremos para afrontar su enseñanza, y eso es precisamente lo que nos aportan los estudios sociolingüísticos, un mejor conocimiento del funcionamiento de la lengua. Un intento de utilizar los hallazgos de la Sociolingüística para una mejor enseñanza de la fonética lo podemos encontrar en Fasold 1984, quien afirma que si, como es habitual, los sonidos difíciles de la segunda lengua son más fáciles de pronunciar en unos contextos fonéticos que en otros, es conveniente estructurar los programas de tal forma que los sonidos nuevos que presentan una dificultad mayor sean introducidos y practicados, en primer lugar, dentro de los contextos que facilitan la articulación de ese sonido. Una vez que los estudiantes dominan la realización del sonido en esos contextos, se pasa a los contextos que lo favorecen en menor medida. Adamson 1988 piensa que estos principios se pueden aplicar a la sintaxis. En definitiva, los análisis sociolingüísticos intentan cuantificar en qué medida influyen factores lingüísticos contexto, función, etc. 1 y extralingüísticos edad, nivel de instrucción, etc. sobre los fenómenos variables, determinando cuál es la probabilidad de que esos fenómenos tengan una manifestación concreta en unas condiciones lingüísticas y sociales concretas. Lo que en Sociolingüística se denomina regla variable sería, por tanto, el estudio de la incidencia de una serie de factores sobre la posibilidad de aparición de un determinado elemento lingüístico Moreno Fernández, 1994: 137. En este artículo defenderemos la conveniencia de la incorporación en la didáctica de la lengua de los datos que la Sociolingüística variacionista nos aporta, y ofreceremos alguna propuesta para la didáctica de léxico en la enseñanza del español como lengua extranjera.
t2_pos_000048;contribucion;no_contribucion;;82289874.txt;doc_82289874_sec01_chk01;0;INTRO;positivo_planb_alto;explicito_propio;703;Investigación consistente en la reconstrucción histórica de los orígenes de la enseñanza integral de la arquitectura como carrera de grado en la Universidad Nacional de La Plata UNLP. Será clave el recorte de la coyuntura política en nuestro país, sino porque enmarca el inicio de un proceso formativo que funda sus bases en la creación y organización del Departamento de Arquitectura y Urbanismo DAU en la Facultad de Ciencias Fisicomatemáticas FCF de la citada universidad. En los albores de la década del 60, la producción de los jóvenes arquitectos egresados de La Plata, será la primera señal material de una renovación paulatina del paisaje urbano bonaerense, registrándose un salto de calidad a partir de la difusión del lenguaje estéticoconstructivo de la Arquitectura Moderna AM. En síntesis, este desafío parte del supuesto entrelazamiento entre la formación académica, el intento por verificar su impronta en la obra construida y el progresivo cruce que comienza a darse entre la enseñanza de la arquitectura y la vida política universitaria. Para ello, hemos optado por indagar sobre tres líneas principales de investigación: 1. Enseñanza de arquitectura en Argentina. El caso de la pre-Facultad de La Plata 1952-63. 2. Universidad, arquitectura y política. El Centro de Estudiantes de Arquitectura y Urbanismo CEAU. 3. Arquitectura Moderna. Praxis profesional de los primeros arquitectos platenses. OBJETIVOS El objetivo general de esta comunicación pretende difundir un avance parcial de los alcances obtenidos sobre la investigación en curso, labor ejecutada y articulada en la UI 10 IDEHABFAUUNLP, que dirige el Arq. René Longoni. Ahora bien, esta investigación presenta un interés particular, ya que se acaban de cumplir cien años de la fundación de la UNLP 2005 y hace tan solo cinco años del Cincuentenario de la creación de la carrera de Arquitectura en el marco de esta institución 2002, lo que significa el inicio de la enseñanza integral de esta disciplina en la ciudad de La Plata. Este panorama motiva la necesidad de reparar la todavía y este trabajo pretende aportar un breve capítulo a ese relato ausente. Es por esto, que la meta primordial de la investigación es transferir los resultados y discusiones al ámbito académico. Nuestro objeto de estudio obtendrá una historia de sus actividades desde su época embrionaria, desarrollando un interés que seguramente se hará extensible al campo profesional. Asimismo, la posibilidad de crear un archivo documental será útil en la elaboración de la Historia de la Arquitectura Moderna local, con la posibilidad de aplicarse como documentación potencial para la restauración de obras patrimoniales de carácter público yo privado. Acciones conjuntas entre organismos oficiales, privados y académicos podrán ser destinadas a evitar la desaparición yo deterioro permanente del patrimonio urbano y arquitectónico, posibilitando el trazado de políticas adecuadas. Por último, es la propia comunidad en su conjunto la destinataria final del estudio, en la medida en que pueda aportar elementos objetivos que profundicen la toma de conciencia sobre la propia identidad cultural. MATERIALES Y MÉTODOS En términos epistemológicos se recurre al aporte del campo histórico incorporando el uso de documentos textuales inexplorados y testimonios orales. Desde el inicio, se parte de la bibliografía existente historiografía específica y general para definir aspectos teóricosconceptuales y aproximaciones metodológicas en el desarrollo de la investigación, con el objeto de encauzar estrategias de abordaje al problema. Es así como la metodología varía según los materiales, adoptándose para el registro de los datos duros una metodología cuantitativa, basada en la recolección y registros académicos oficiales y complementarios, verificación y certificación en archivos bibliotecas u otras dependencias públicas, conformación de estadísticas y relevamiento de documentación técnica planos de obra - MOP yo Ob. Part. e histórica fotografías, dibujos, proyectos, etc., lo que permite estructurar la información de una forma ordenada. Por su parte, los datos blandos se obtienen a través de una metodología cualitativa, utilizando como recurso el aporte testimonial de estudiantes y docentes de la época, cruzándose los datos obtenidos a partir de un cuestionario diseñado para este fin. Esto permite ampliar el espectro y cualificar una idea integral del tema. En resumen, se indaga el problema desde el rigor histórico de una investigación científica que comienza a delinearse en detalle a través de la interacción dialéctica y dinámica de cada material. 96 Comunicaciones de Becarios
t2_pos_000085;contribucion;contribucion;;86669426.txt;doc_86669426_sec04_chk03;6333;CONC;positivo_planb_alto;explicito_propio;742;Esta longitud yd puede calcularse a partir de la consideración de que el ángulo de reflexión tomado con respecto a la normal al plano es igual al ángulo de incidencia de la radiación directa. Éste ángulo fue denominado, y puede determinarse a partir de la ecuación 1. La figura 8 muestra un sistema de ejes donde el eje z coincide con la normal al plano del espejo, el eje y coincide con el eje de rotación del espejo y el eje x es perpendicular a ambos formando un ángulo b con la horizontal. Considerando un vector de longitud unitaria en la dirección del rayo incidente, es posible definir sus coordenadas en función del ángulo de reflexión y del azimut del sol g. Utilizando la transformación de coordenadas correspondiente a una rotación de ejes igual a b, ecuación 8, se obtiene la altura zo respecto al eje x figura 8. zo zo cos b - xo sen b 8 yd yo H zo 9 Considerando la semejanza de los triángulos que forma la proyección de la radiación reflejada sobre el plano vertical NS funcionamiento, en cualquier día del año, para cada espejo. Como ejemplo se muestra la curva de variación diaria de yd para el prototipo estudiado para distintos días del año figura 9. 03.220 Se observa que el valor de yd llega a tomar valores mayores que la longitud de los espejos 6 m. Se concluye que para evitar debe tener la posibilidad de desplazarse en la dirección NS a fin de que durante todo el año ingrese al absorbedor toda la radiación reflejada. En el caso de sistemas con absorbedor y espejos largos puede evitarse la complicación que significa mover el absorbedor mediante un diseño en el cual el absorbedor tenga una longitud mayor que la de los espejos. También absorbedor. El programa desarrollado provee los valores de radiación a la simulación global del sistema Fresnel lineal. A partir de las rutinas que permiten calcular la inclinación de los espejos b y los ángulos de incidencia es posible estimar la radiación diaria en cualquier día del año utilizando un modelo de atenuación atmosférica. El modelo utilizado en este caso para la estimación de la irradiancia solar directa sobre una superficie normal al haz usa la ecuación empírica de Hottel, válida hasta los 2.500 m de altura. La ecuación de Hottel permite calcular la transmitancia para atmósferas claras en función del ángulo cenital incluyendo tres coeficientes cuyos valores dependen de la altitud del lugar. El valor standart calculado, que corresponde a una visibilidad de 23 km, se afecta luego por factores de corrección correspondientes a cuatro tipos de clima distintos Duffie y Beckman, 2006. El modelo de Hottel fue incorporado al código de SIMUSOL para poder estimar la radiación directa recibida en el equipo durante su movimiento de seguimiento al sol. En la Figura 10 se muestra un ejemplo del cálculo de la radiación directa durante todo el día y se superponen datos medidos de radiación directa sobre el plano de uno de los espejos. Se observa para este caso que el modelo estima valores de radiación mayores que los reales. La radiación que recibe cada espejo inclinado es GbT Gbn cos, donde Gbn es la radiación directa. De esta expresión se desprende que se puede mejorar la eficiencia de un sistema Fresnel lineal con una configuración en la cual se aumenten los valores de cos, aproximando la dirección de la normal de los espejos a la dirección de la radiación directa. Esto se puede lograr con un sistema en el cual cada conjunto de espejos esté asociado a dos absorbedores en los extremos figura 10 en lugar de uno solo en la línea central figura 4. Con esta configuración, se plantea que durante las horas anteriores al mediodía solar los espejos reflejen la radiación sobre el absorbedor ubicado al este y durante las horas posteriores al mediodía solar la reflejen hacia el absorbedor ubicado al oeste. Utilizando el soft que se presenta en este artículo se realizó el cálculo de cuánto mejora la eficiencia con el sistema de 2 absorbedores respecto al de 1 absorbedor. Se presenta en la figura 12 los resultados para dos días representativos. Para el día del 7,9. La nueva configuración implica un aumento de los costos del sistema y una modificación en el sistema de seguimiento. Pero en sistemas de gran escala una mejora en la eficiencia óptica como la obtenida resulta muy interesante.
t2_pos_000051;contribucion;no_contribucion;;82296575.txt;doc_82296575_sec02_chk04;3523;INTRO;positivo_planb_alto;explicito_propio;647;El primer trabajo práctico, denominado la formación del sistema clásico recupera casi de manera literal las primeras clases teóricas dedicadas a Grecia y Roma. Reconocer la idea del sistema clásico como una construcción de la historiografía, identificar sus elementos y al mismo tiempo verificar su pertinencia como instrumentos de análisis constituyen sus objetivos. El trabajo se desarrolla a partir de los textos clave de John Summerson El lenguaje clásico de la Arquitectura- y de Tzonis, Lefaivre Bilodeau - El clasicismo en Arquitectura. Se pide a los alumnos que reconozcan en las obras los elementos y el soporte normativo, a través del reconocimiento de la tripartición, el metro y las proporciones. Tanto en este trabajo como los siguientes, podemos reconocer actividades de comprensión2 que el alumno desarrolla durante la realización de los mismos. Consideramos que la principal es la aplicación de ciertas herramientas de análisis de obras de arquitectura a casos particulares ya que aparece en todas las instancias y es el fundamento de los trabajos. En esta actividad la explicación que se hace de los textos Luego destacamos la ejemplificación de ciertos conceptos a través de su reconocimiento en las obras estudiadas, como así también la generalización de los mismos. Finalmente la comparación y el contraste entre obras de arquitectura y los elementos que las componen constituye una relevante actividad de comprensión. Se trata de un trabajo mayormente descriptivo que introduce al alumno en la problemática central de Historia I, pero al mismo tiempo promueve el reconocimiento de los autores, la reflexión y el entrenamiento con la representación como recurso de análisis y comunicación. Como primer ejercicio presenta un alto grado de abstracción, teniendo en cuenta que, comenzando el segundo año de la carrera, es muy escasa la noción que los estudiantes tienen de los modos de representación y también de los elementos de la arquitectura. Así y todo, el trabajo práctico sirve como una aproximación a los mecanismos de abordaje del objeto arquitectónico y como entrenamiento para el reconocimiento de las obras de los períodos abordados en la materia. 2 Son la caja de herramientas que provee la cultura a través de la educación para crear la realidad Bruner, 1997 El concepto central de la taxis -la tripartición- es comprendido aquí parcialmente. La contradicción entre la existencia de un eje de simetría y al mismo tiempo tres partes diferentes en el alzado a, b, c en el Palacio de la Minería es un indicador suficiente de la falta de internalización de los conceptos La idea de modelo métrico señalada por Tzonis es aprehendida a partir de su graficación en diferentes vistas. En el segundo trabajo práctico, dedicado al reconocimiento de la sistematización del lenguaje clásico operada en el Renacimiento, se espera que los alumnos identifiquen esta idea de sistematización o normalización, asociándola a la perspectiva como instrumento de representación y de proyecto y comprendiendo la idea de sistema como elemento central de la construcción de lo clásico en la historiografía. Esta actividad implica introducir la problemática del proyecto al trabajo analítico. El problema de la perspectiva como instrumento para pensar la obra, como elemento del control de la misma, ligada a la geometría como matriz de la composición, emerge ahora más explícitamente. La extrema racionalidad compositiva de obras como las de Brunelleschi permite al mismo tiempo comprender la mecánica del proyecto renacentista y apropiarse del dibujo como instrumento analítico. Quizás más dificultoso ha sido entender el vínculo entre la materialidad y el sistema geométrico. La sistematización compositiva y estructural, evidenciada en un determinado tratamiento tectónico, fue señalada por los alumnos como aspectos independientes, en general sin ligar la relación intrínseca existente entre estas dimensiones del proyecto en la obra renacentista. Sin embargo, la cátedra entiende estos ejercicios analíticos como partes de un proceso, en el cual los alumnos progresivamente van apropiándose de las herramientas de análisis, de la abstracción que supone referirse a las ideas exhibiéndolas gráficamente.
t2_neg_000087;no_contribucion;no_contribucion;;85396792.txt;doc_85396792_sec03_chk01;183;METH;negativo_facil;zona_sin_senales;338;"El delirium es un trastorno agudo de la atención y la conciencia que se observa con relativa frecuencia en las personas mayores, es decir, aquellos de 65 años o más. La alteración generalmente se desarrolla durante un corto período de tiempo horas a algunos días y tiende a fluctuar en severidad durante el transcurso de un día, también puede ocurrir una alteración adicional en la cognición por ejemplo, déficit de memoria, desorientación, lenguaje, capacidad visoespacial o percepción, además de alteraciones en el comportamiento psicomotor, la emoción y el ciclo sueño-vigilia 9. Los pacientes suelen comenzar con desorientación temporo-espacial, aumento o disminución de la actividad psicomotriz y con trastorno del ciclo vigilia-sueño. Fases de agitación psicomotriz y desorientación suelen Delirium en el adulto mayor - Dra. Carolina Blanco Artola; Dra. Natasha Gómez Solórzano; Dr. Andrés Arce Chaves alternar con fases de somnolencia diurna. Por tanto, el delírium suele desarrollarse durante la noche y en lugares con escaso estímulo ambiental y desconocido para el paciente. Por todo ello, el delirium debe ser entendido como una enfermedad médica potencialmente tratable y, lo que es más importante, prevenible 12. Es un diagnóstico clínico y requiere el cumplimiento de cinco criterios de acuerdo con el DSM-5, el quinto criterio requiere que se encuentre una causa y esto exige una evaluación médica completa 7. Criterios diagnósticos del DSM-5 A. Una alteración de la atención p.ej., capacidad reducida para dirigir, centrar, mantener o desviar la atención y la conciencia orientación reducida al entorno. B. La alteración aparece en poco tiempo habitualmente unas horas o pocos días, constituye un cambio respecto a la atención y conciencia iniciales y su gravedad tiende a fluctuar a lo largo del día. C. Una alteración cognitiva adicional p.ej., déficit de memoria, de orientación, de lenguaje, de la capacidad visoespacial o de la percepción. D. Las alteraciones de los Criterios A y alteración neurocognitiva preexistente, establecida o en curso, ni suceden en el contexto de un nivel de estimulación extremadamente reducido, como sería el coma."
